,Platform,Genre,Publisher,NA_Sales,Critic_Score,Critic_Count,User_Score,Year_of_Sales
11091,DS,Role-Playing,Eidos Interactive,0.08,43.0,9.0,5.7,10.0
11092,PS3,Adventure,Telltale Games,0.07,66.0,5.0,6.8,5.0
11094,PSP,Shooter,Square Enix,0.06,84.0,29.0,6.8,8.0
11096,GC,Action,Tecmo Koei,0.03,67.0,13.0,8.5,14.0
11102,X360,Strategy,Takara Tomy,0.08,46.0,17.0,7.3,9.0
11103,PS4,Action,Tecmo Koei,0.03,69.0,43.0,6.6,1.0
11107,PS2,Racing,Midway Games,0.04,67.0,25.0,8.3,13.0
11112,PS2,Role-Playing,Metro 3D,0.04,53.0,9.0,5.6,15.0
11114,PS3,Shooter,Codemasters,0.07,36.0,36.0,2.8,7.0
11129,X360,Strategy,505 Games,0.07,56.0,24.0,5.7,8.0
11131,XB,Sports,Atari,0.07,74.0,14.0,9.2,14.0
11133,XB,Sports,Konami Digital Entertainment,0.07,90.0,25.0,8.4,12.0
11134,XB,Shooter,Ubisoft,0.07,77.0,25.0,8.5,11.0
11135,3DS,Puzzle,Sunsoft,0.07,67.0,11.0,5.3,5.0
11136,XB,Racing,Atari,0.07,72.0,28.0,8.7,12.0
11137,PS3,Fighting,PQube,0.0,73.0,6.0,7.5,5.0
11138,XB,Action,Tecmo Koei,0.04,78.0,19.0,8.2,14.0
11141,DS,Misc,Playlogic Game Factory,0.08,48.0,15.0,5.3,8.0
11142,PS,Misc,Activision,0.05,63.0,7.0,7.2,15.0
11145,PSP,Action,Capcom,0.08,63.0,24.0,6.3,10.0
11146,PC,Action,Bethesda Softworks,0.0,76.0,30.0,7.6,1.0
11147,X360,Racing,Codemasters,0.03,75.0,15.0,6.0,2.0
11150,GC,Shooter,Atari,0.07,85.0,52.0,8.5,13.0
11151,XB,Action,Midway Games,0.07,76.0,36.0,9.1,11.0
11158,PS2,Strategy,Tecmo Koei,0.04,76.0,8.0,8.0,10.0
11163,Wii,Action,Vivendi Games,0.08,39.0,7.0,6.4,8.0
11166,PSP,Role-Playing,Atlus,0.06,75.0,10.0,7.7,6.0
11169,3DS,Action,505 Games,0.0,71.0,6.0,7.1,0.0
11176,GC,Role-Playing,Namco Bandai Games,0.07,55.0,4.0,8.1,11.0
11178,X360,Role-Playing,Idea Factory,0.08,59.0,16.0,7.5,10.0
11182,GC,Action,Activision,0.07,68.0,11.0,8.0,11.0
11187,Wii,Platform,Midway Games,0.08,45.0,12.0,1.4,10.0
11188,PC,Role-Playing,Deep Silver,0.0,65.0,49.0,5.7,2.0
11191,X360,Fighting,505 Games,0.07,71.0,22.0,6.6,8.0
11193,XB,Misc,Konami Digital Entertainment,0.06,80.0,13.0,8.5,12.0
11194,PS2,Sports,505 Games,0.04,78.0,12.0,8.5,11.0
11195,PSP,Action,Playlogic Game Factory,0.05,66.0,25.0,8.2,7.0
11196,GC,Platform,THQ,0.07,42.0,4.0,5.1,14.0
11197,DS,Puzzle,Electronic Arts,0.08,82.0,46.0,8.0,7.0
11199,PS,Racing,Sony Computer Entertainment,0.05,85.0,7.0,8.9,16.0
11200,PS2,Action,Tecmo Koei,0.04,50.0,11.0,8.0,9.0
11205,Wii,Action,Activision,0.06,62.0,9.0,5.2,5.0
11208,Wii,Action,Eidos Interactive,0.08,28.0,5.0,2.5,8.0
11209,XB,Action,Atari,0.06,72.0,17.0,6.5,12.0
11211,DS,Misc,MTV Games,0.07,79.0,8.0,5.5,6.0
11212,GBA,Action,LucasArts,0.06,55.0,5.0,7.0,10.0
11215,XB,Adventure,Disney Interactive Studios,0.06,65.0,19.0,7.3,11.0
11219,GBA,Racing,Kemco,0.06,78.0,12.0,7.6,13.0
11220,PC,Shooter,THQ,0.05,75.0,29.0,6.7,5.0
11221,Wii,Misc,Rising Star Games,0.06,84.0,19.0,8.7,5.0
11223,XOne,Sports,Bigben Interactive,0.03,20.0,4.0,3.1,1.0
11226,GC,Shooter,Ubisoft,0.07,73.0,27.0,7.7,13.0
11228,Wii,Misc,Majesco Entertainment,0.08,56.0,7.0,8.2,6.0
11233,PS2,Role-Playing,Ubisoft,0.04,70.0,14.0,7.5,15.0
11234,X360,Shooter,Eidos Interactive,0.05,30.0,21.0,5.9,7.0
11236,X360,Shooter,Vivendi Games,0.07,66.0,43.0,7.1,9.0
11245,WiiU,Platform,Ubisoft,0.04,42.0,5.0,5.6,3.0
11246,PS4,Action,Square Enix,0.0,74.0,40.0,6.7,2.0
11249,PC,Simulation,Electronic Arts,0.0,75.0,10.0,7.7,8.0
11250,PS2,Action,Capcom,0.04,70.0,39.0,8.1,11.0
11251,PC,Strategy,Microsoft Game Studios,0.02,89.0,31.0,8.9,14.0
11254,PS2,Action,Sega,0.04,54.0,29.0,6.9,12.0
11258,PS3,Action,THQ,0.07,70.0,4.0,7.0,5.0
11259,GBA,Adventure,THQ,0.06,69.0,10.0,9.0,10.0
11261,X360,Platform,Ubisoft,0.07,62.0,12.0,6.5,7.0
11263,PS2,Strategy,Natsume,0.04,63.0,5.0,7.1,15.0
11271,XB,Sports,Electronic Arts,0.06,82.0,4.0,8.1,9.0
11273,PS2,Role-Playing,Konami Digital Entertainment,0.04,48.0,16.0,6.3,16.0
11274,DS,Misc,DSI Games,0.08,38.0,5.0,3.2,8.0
11288,PC,Shooter,Vivendi Games,0.0,88.0,9.0,8.9,12.0
11291,PC,Adventure,DTP Entertainment,0.02,72.0,27.0,7.7,5.0
11293,X360,Shooter,Ubisoft,0.08,43.0,11.0,6.7,9.0
11296,X360,Shooter,Valcon Games,0.06,73.0,11.0,7.5,8.0
11299,PS3,Racing,Activision,0.07,76.0,4.0,4.5,4.0
11300,PC,Strategy,LucasArts,0.01,79.0,45.0,8.4,10.0
11302,PS4,Fighting,PQube,0.04,85.0,21.0,7.6,0.0
11310,XB,Racing,Sega,0.06,72.0,32.0,9.2,13.0
11314,DS,Role-Playing,Sting,0.06,76.0,25.0,8.6,8.0
11316,DS,Fighting,Electronic Arts,0.08,34.0,6.0,6.5,11.0
11326,3DS,Shooter,Majesco Entertainment,0.08,75.0,8.0,7.7,5.0
11327,3DS,Action,Sega,0.05,51.0,9.0,5.0,5.0
11328,GBA,Strategy,Capcom,0.06,64.0,21.0,8.7,13.0
11329,GC,Puzzle,Hudson Soft,0.06,70.0,21.0,7.9,14.0
11331,PS2,Racing,Codemasters,0.04,82.0,26.0,7.2,10.0
11332,Wii,Shooter,Majesco Entertainment,0.07,31.0,6.0,5.0,7.0
11335,WiiU,Adventure,Little Orbit,0.03,47.0,4.0,4.9,2.0
11336,PS3,Shooter,Midway Games,0.07,56.0,23.0,6.3,9.0
11337,PS2,Platform,Ubisoft,0.04,73.0,10.0,7.3,16.0
11338,GBA,Misc,Telegames,0.06,80.0,9.0,8.3,13.0
11341,PSP,Puzzle,Ubisoft,0.07,77.0,36.0,7.7,11.0
11344,Wii,Adventure,Capcom,0.08,60.0,28.0,7.8,8.0
11352,XB,Strategy,Electronic Arts,0.06,64.0,19.0,7.7,13.0
11353,PC,Puzzle,PopCap Games,0.02,82.0,27.0,8.1,6.0
11354,PS2,Shooter,LucasArts,0.04,49.0,23.0,5.0,13.0
11356,XB,Sports,Electronic Arts,0.06,63.0,30.0,7.1,10.0
11357,PSP,Puzzle,Eidos Interactive,0.07,45.0,19.0,5.4,11.0
11359,GBA,Role-Playing,THQ,0.06,77.0,20.0,8.8,12.0
11360,GBA,Role-Playing,THQ,0.06,74.0,18.0,8.3,13.0
11363,PS4,Sports,Unknown,0.05,66.0,11.0,6.3,2.0
11364,GC,Action,Empire Interactive,0.06,64.0,14.0,6.8,11.0
11366,GBA,Shooter,Ignition Entertainment,0.06,79.0,32.0,8.3,12.0
11367,GC,Racing,Namco Bandai Games,0.06,57.0,10.0,7.8,10.0
11369,XB,Simulation,Ubisoft,0.06,69.0,19.0,6.8,10.0
11370,PS4,Action,Namco Bandai Games,0.0,70.0,18.0,7.8,1.0
11372,X360,Sports,Take-Two Interactive,0.07,78.0,51.0,7.9,10.0
11379,DS,Simulation,Ubisoft,0.08,48.0,6.0,7.1,8.0
11380,PS4,Platform,Yacht Club Games,0.03,90.0,18.0,7.6,1.0
11382,PS,Platform,Virgin Interactive,0.05,69.0,15.0,8.1,16.0
11385,PSV,Action,Sony Computer Entertainment,0.0,69.0,16.0,6.8,3.0
11388,DS,Platform,Konami Digital Entertainment,0.08,47.0,23.0,7.5,9.0
11390,PS2,Role-Playing,Ghostlight,0.04,82.0,38.0,7.9,11.0
11391,PC,Sports,Konami Digital Entertainment,0.0,80.0,8.0,6.9,4.0
11398,PC,Shooter,Take-Two Interactive,0.04,69.0,34.0,6.9,0.0
11400,Wii,Adventure,The Adventure Company,0.06,46.0,6.0,7.3,8.0
11411,DS,Sports,Take-Two Interactive,0.06,71.0,4.0,7.8,7.0
11413,PS2,Racing,Atari,0.04,76.0,9.0,9.2,14.0
11416,GBA,Sports,Electronic Arts,0.06,75.0,4.0,7.8,12.0
11418,PS3,Shooter,Eidos Interactive,0.04,35.0,18.0,4.8,7.0
11420,PS4,Platform,Capcom,0.07,77.0,22.0,6.1,0.0
11421,PS3,Action,Namco Bandai Games,0.04,51.0,37.0,6.0,5.0
11423,GC,Sports,Electronic Arts,0.06,78.0,18.0,9.3,11.0
11428,PS2,Shooter,SouthPeak Games,0.04,44.0,36.0,5.8,10.0
11433,PS2,Action,Take-Two Interactive,0.04,78.0,46.0,8.9,11.0
11435,PS2,Action,Sega,0.04,52.0,31.0,7.0,12.0
11437,3DS,Action,Little Orbit,0.0,65.0,5.0,5.6,2.0
11438,PS3,Role-Playing,Deep Silver,0.02,36.0,8.0,3.7,2.0
11442,X360,Action,Konami Digital Entertainment,0.07,62.0,12.0,8.0,7.0
11443,Wii,Action,Popcorn Arcade,0.07,20.0,6.0,1.7,9.0
11444,GC,Action,Ubisoft,0.06,78.0,25.0,8.0,12.0
11446,PC,Shooter,Electronic Arts,0.0,91.0,55.0,8.4,11.0
11448,GC,Sports,Eidos Interactive,0.06,72.0,11.0,9.3,14.0
11451,PC,Shooter,Electronic Arts,0.03,85.0,27.0,8.0,0.0
11452,X360,Fighting,Atlus,0.06,85.0,15.0,7.4,2.0
11453,X360,Fighting,505 Games,0.05,49.0,17.0,6.2,5.0
11455,PS2,Fighting,Ignition Entertainment,0.01,66.0,23.0,8.6,10.0
11457,PS2,Strategy,Tecmo Koei,0.0,70.0,7.0,8.8,12.0
11458,GC,Sports,Electronic Arts,0.06,86.0,12.0,7.8,14.0
11463,PC,Sports,Take-Two Interactive,0.06,74.0,5.0,5.9,5.0
11469,XB,Racing,Eidos Interactive,0.06,54.0,22.0,5.8,13.0
11470,GC,Misc,Take-Two Interactive,0.06,79.0,23.0,6.9,14.0
11471,Wii,Puzzle,The Adventure Company,0.07,56.0,7.0,7.8,8.0
11472,WiiU,Action,Tecmo Koei,0.04,64.0,18.0,7.4,4.0
11474,PSP,Sports,Sony Computer Entertainment,0.07,69.0,13.0,3.0,7.0
11481,PS3,Platform,Namco Bandai Games,0.03,51.0,6.0,3.1,3.0
11485,PS2,Misc,Agetec,0.04,79.0,16.0,8.6,13.0
11486,PS2,Role-Playing,Ubisoft,0.04,43.0,14.0,6.7,15.0
11491,GC,Racing,Empire Interactive,0.06,63.0,5.0,8.2,13.0
11495,DS,Role-Playing,Namco Bandai Games,0.07,73.0,22.0,9.0,8.0
11496,PC,Shooter,City Interactive,0.02,52.0,24.0,5.8,3.0
11497,X360,Fighting,Rising Star Games,0.07,46.0,33.0,5.2,7.0
11506,PS2,Action,505 Games,0.04,58.0,34.0,7.6,12.0
11507,X360,Action,Warner Bros. Interactive Entertainment,0.06,40.0,15.0,6.8,9.0
11508,DS,Puzzle,Deep Silver,0.07,59.0,23.0,5.6,8.0
11510,GC,Action,Electronic Arts,0.06,62.0,11.0,8.3,13.0
11511,XB,Sports,3DO,0.06,83.0,14.0,8.4,13.0
11512,GC,Shooter,Electronic Arts,0.06,82.0,32.0,9.1,11.0
11517,PC,Strategy,THQ,0.0,80.0,52.0,7.8,5.0
11526,PS,Action,Titus,0.04,80.0,11.0,7.5,17.0
11530,GBA,Fighting,Marvelous Interactive,0.06,80.0,10.0,9.1,14.0
11537,Wii,Platform,Vivendi Games,0.06,66.0,9.0,7.8,10.0
11547,X360,Action,Namco Bandai Games,0.05,49.0,41.0,5.6,5.0
11549,PS2,Shooter,Swing! Entertainment,0.04,39.0,4.0,5.8,15.0
11553,GC,Action,Atari,0.06,66.0,7.0,7.3,13.0
11555,PSP,Simulation,From Software,0.0,43.0,6.0,6.7,7.0
11556,X360,Platform,Namco Bandai Games,0.04,49.0,7.0,5.1,3.0
11560,GC,Action,Kemco,0.06,29.0,14.0,3.2,13.0
11562,PSP,Puzzle,Sega,0.07,83.0,41.0,9.0,9.0
11565,PC,Action,Kalypso Media,0.06,57.0,19.0,5.8,5.0
11572,X360,Action,D3Publisher,0.04,69.0,55.0,7.7,10.0
11573,GC,Action,Eidos Interactive,0.06,78.0,6.0,7.8,10.0
11575,XB,Action,Midway Games,0.06,68.0,23.0,7.4,13.0
11577,PC,Role-Playing,Focus Home Interactive,0.0,58.0,23.0,6.5,4.0
11578,PSP,Action,Electronic Arts,0.07,61.0,33.0,6.9,10.0
11582,PSV,Role-Playing,Nippon Ichi Software,0.03,72.0,28.0,8.3,2.0
11584,PS4,Shooter,Capcom,0.06,60.0,19.0,6.7,0.0
11586,PC,Action,Ubisoft,0.05,74.0,25.0,7.5,1.0
11587,GC,Platform,Atari,0.06,61.0,5.0,7.0,14.0
11590,PC,Action,Eidos Interactive,0.0,80.0,20.0,7.7,8.0
11594,GC,Role-Playing,Ubisoft,0.06,63.0,20.0,8.0,14.0
11595,Wii,Shooter,Ubisoft,0.06,38.0,23.0,5.3,10.0
11597,DS,Adventure,Game Factory,0.07,51.0,11.0,6.3,8.0
11598,Wii,Strategy,THQ,0.06,64.0,26.0,4.3,8.0
11602,PS3,Sports,Take-Two Interactive,0.07,49.0,8.0,6.5,7.0
11605,PC,Simulation,Koch Media,0.0,33.0,24.0,3.3,3.0
11610,PS4,Action,Insomniac Games,0.06,69.0,41.0,7.3,0.0
11614,X360,Misc,Activision,0.06,74.0,10.0,6.7,9.0
11618,PSP,Platform,Sega,0.05,56.0,23.0,5.9,10.0
11626,DS,Strategy,THQ,0.05,64.0,24.0,7.0,10.0
11628,PS2,Racing,Midas Interactive Entertainment,0.04,67.0,10.0,7.4,16.0
11629,GC,Role-Playing,Sega,0.06,71.0,24.0,8.2,13.0
11630,XOne,Action,Ubisoft,0.03,74.0,13.0,7.6,0.0
11636,PSP,Platform,Capcom,0.07,72.0,49.0,7.7,10.0
11637,X360,Action,Tecmo Koei,0.07,52.0,30.0,8.7,10.0
11638,DS,Racing,Focus Home Interactive,0.06,75.0,38.0,6.9,8.0
11644,PC,Simulation,Ubisoft,0.0,90.0,23.0,7.9,11.0
11645,PSP,Role-Playing,Sega,0.07,51.0,20.0,6.0,9.0
11649,PS2,Shooter,Empire Interactive,0.04,57.0,12.0,6.8,14.0
11650,XB,Racing,Ubisoft,0.06,49.0,18.0,7.0,12.0
11658,GC,Racing,THQ,0.06,55.0,14.0,7.0,13.0
11659,PC,Action,Konami Digital Entertainment,0.0,91.0,13.0,7.7,1.0
11665,GC,Sports,Midway Games,0.06,82.0,12.0,8.4,14.0
11668,DS,Action,Ubisoft,0.05,55.0,38.0,7.5,7.0
11670,PS2,Action,Namco Bandai Games,0.04,60.0,44.0,8.2,11.0
11674,DS,Puzzle,Eidos Interactive,0.05,78.0,33.0,8.0,8.0
11675,GC,Action,Capcom,0.06,62.0,14.0,8.3,13.0
11676,GC,Sports,Acclaim Entertainment,0.06,80.0,14.0,9.2,13.0
11677,DS,Shooter,D3Publisher,0.07,83.0,38.0,8.1,8.0
11678,PS4,Racing,Namco Bandai Games,0.01,75.0,19.0,8.0,0.0
11682,3DS,Action,Tecmo Koei,0.0,63.0,13.0,6.1,2.0
11685,Wii,Adventure,Konami Digital Entertainment,0.07,54.0,11.0,6.0,8.0
11688,GC,Sports,Electronic Arts,0.06,75.0,4.0,7.0,9.0
11694,PS2,Platform,Sony Computer Entertainment,0.04,71.0,5.0,7.7,11.0
11696,PC,Shooter,Mastertronic,0.01,72.0,53.0,8.2,5.0
11701,X360,Shooter,Playlogic Game Factory,0.06,35.0,23.0,5.3,7.0
11702,GC,Platform,Activision,0.06,73.0,25.0,8.6,12.0
11706,PS,Shooter,Atari,0.04,37.0,7.0,6.8,16.0
11712,DS,Puzzle,Jaleco,0.07,73.0,17.0,4.2,9.0
11714,PC,Racing,Electronic Arts,0.0,65.0,18.0,4.9,8.0
11716,PC,Racing,Electronic Arts,0.0,82.0,19.0,8.5,4.0
11726,3DS,Adventure,Aksys Games,0.05,81.0,18.0,8.5,0.0
11727,PS2,Strategy,505 Games,0.04,75.0,31.0,8.0,12.0
11728,XB,Shooter,Gathering of Developers,0.06,57.0,32.0,8.4,12.0
11729,GC,Shooter,SCi,0.06,62.0,19.0,8.4,13.0
11734,PS2,Strategy,Tecmo Koei,0.04,71.0,12.0,6.6,14.0
11740,DS,Adventure,Konami Digital Entertainment,0.07,75.0,15.0,8.3,8.0
11743,XB,Shooter,Ubisoft,0.06,78.0,15.0,6.3,10.0
11746,PC,Platform,Ubisoft,0.0,86.0,11.0,8.4,4.0
11747,GBA,Shooter,Zoo Digital Publishing,0.05,46.0,5.0,1.7,14.0
11750,Wii,Misc,Ubisoft,0.07,54.0,6.0,5.7,9.0
11754,XB,Action,THQ,0.06,70.0,11.0,8.9,14.0
11757,PS3,Racing,Konami Digital Entertainment,0.07,67.0,5.0,6.8,5.0
11758,XB,Misc,Codemasters,0.06,79.0,26.0,5.4,12.0
11762,PS4,Strategy,Kalypso Media,0.0,64.0,10.0,7.1,1.0
11767,PS2,Misc,RedOctane,0.04,72.0,14.0,9.0,11.0
11768,DS,Action,Square Enix,0.07,70.0,21.0,6.3,8.0
11771,Wii,Role-Playing,Rising Star Games,0.07,50.0,22.0,8.1,8.0
11772,PS3,Role-Playing,Nippon Ichi Software,0.05,71.0,18.0,7.3,2.0
11777,PS2,Role-Playing,Taito,0.04,74.0,24.0,7.5,14.0
11788,Wii,Adventure,The Adventure Company,0.06,50.0,23.0,6.2,8.0
11792,PS2,Platform,SCi,0.04,59.0,22.0,6.6,13.0
11794,PS3,Shooter,Activision,0.07,36.0,7.0,2.4,8.0
11796,XB,Platform,Ubisoft,0.06,75.0,13.0,7.9,13.0
11798,DS,Action,Electronic Arts,0.07,33.0,8.0,4.9,10.0
11800,GBA,Platform,Capcom,0.05,78.0,19.0,8.8,14.0
11803,X360,Action,Warner Bros. Interactive Entertainment,0.06,60.0,13.0,8.0,6.0
11806,PC,Racing,Electronic Arts,0.0,82.0,31.0,8.5,12.0
11809,GC,Strategy,Activision,0.06,82.0,19.0,8.8,13.0
11810,PSP,Sports,Deep Silver,0.07,51.0,11.0,5.3,11.0
11814,PS3,Racing,Activision,0.07,47.0,11.0,7.0,6.0
11818,PS3,Action,Deep Silver,0.04,40.0,25.0,3.5,2.0
11819,PC,Role-Playing,JoWood Productions,0.0,83.0,57.0,8.0,7.0
11820,PSP,Platform,Namco Bandai Games,0.07,61.0,9.0,6.0,11.0
11821,Wii,Shooter,Reef Entertainment,0.06,70.0,14.0,8.2,7.0
11829,X360,Simulation,Mad Catz,0.07,49.0,24.0,5.5,4.0
11838,PC,Shooter,Warner Bros. Interactive Entertainment,0.02,79.0,49.0,7.8,7.0
11840,PS4,Action,Ubisoft,0.06,62.0,19.0,7.7,1.0
11841,PS2,Action,3DO,0.04,27.0,10.0,3.8,14.0
11843,XB,Adventure,Microids,0.05,70.0,29.0,8.2,11.0
11844,XB,Racing,Empire Interactive,0.05,50.0,31.0,3.4,11.0
11850,XB,Platform,Namco Bandai Games,0.05,75.0,18.0,8.4,13.0
11853,PC,Strategy,Electronic Arts,0.01,82.0,42.0,8.6,12.0
11854,PS2,Strategy,Tecmo Koei,0.04,73.0,26.0,8.1,12.0
11857,PSP,Fighting,Ignition Entertainment,0.07,61.0,16.0,7.0,8.0
11859,PS2,Simulation,Sega,0.04,64.0,18.0,7.0,14.0
11861,PS2,Strategy,LucasArts,0.04,64.0,25.0,6.0,12.0
11863,PC,Role-Playing,DTP Entertainment,0.01,72.0,43.0,7.7,7.0
11865,XB,Strategy,Eidos Interactive,0.05,67.0,12.0,8.4,14.0
11866,PC,Simulation,Deep Silver,0.02,61.0,9.0,6.2,6.0
11870,DS,Puzzle,Codemasters,0.07,58.0,22.0,5.5,7.0
11873,PS4,Role-Playing,Idea Factory International,0.02,71.0,21.0,6.2,1.0
11883,PS2,Misc,Brash Entertainment,0.04,33.0,5.0,4.5,9.0
11884,PC,Strategy,Paradox Interactive,0.02,77.0,23.0,7.1,7.0
11887,X360,Fighting,Majesco Entertainment,0.06,38.0,18.0,4.1,10.0
11888,PS2,Strategy,Tecmo Koei,0.0,69.0,10.0,8.4,9.0
11889,PSP,Action,Irem Software Engineering,0.06,73.0,19.0,7.3,8.0
11892,PC,Role-Playing,Namco Bandai Games,0.0,89.0,56.0,8.6,0.0
11897,GC,Fighting,Konami Digital Entertainment,0.06,44.0,16.0,2.8,11.0
11898,XB,Shooter,Zoo Digital Publishing,0.05,44.0,9.0,8.5,11.0
11905,PS2,Misc,Myelin Media,0.04,63.0,23.0,5.3,10.0
11910,XB,Racing,THQ,0.05,67.0,26.0,5.0,14.0
11918,PS2,Shooter,Global Star,0.04,65.0,27.0,7.8,12.0
11921,GC,Shooter,Ubisoft,0.06,54.0,10.0,1.4,11.0
11927,DS,Racing,Tecmo Koei,0.05,70.0,5.0,9.0,7.0
11934,Wii,Racing,Bethesda Softworks,0.01,37.0,14.0,3.8,7.0
11938,XB,Action,Vivendi Games,0.05,47.0,17.0,8.3,14.0
11940,PS2,Racing,Midway Games,0.03,37.0,19.0,5.9,9.0
11951,X360,Role-Playing,Success,0.07,46.0,22.0,7.0,9.0
11954,PS2,Adventure,Sammy Corporation,0.03,50.0,22.0,7.9,14.0
11957,PSP,Strategy,Rising Star Games,0.05,69.0,29.0,6.5,9.0
11961,PS2,Action,Capcom,0.03,67.0,33.0,8.8,11.0
11964,PS4,Role-Playing,Nippon Ichi Software,0.03,78.0,33.0,8.1,1.0
11965,DS,Strategy,Tecmo Koei,0.07,78.0,15.0,8.6,8.0
11968,DS,Racing,Destineer,0.07,23.0,9.0,2.4,8.0
11972,X360,Action,Deep Silver,0.03,32.0,12.0,3.8,2.0
11973,DS,Action,Ubisoft,0.06,50.0,22.0,7.0,11.0
11981,PS2,Strategy,Tecmo Koei,0.03,74.0,17.0,8.9,13.0
11982,XB,Adventure,Codemasters,0.05,75.0,46.0,8.0,12.0
11991,PC,Shooter,Codemasters,0.01,67.0,25.0,4.9,5.0
11993,PS,Strategy,Human Entertainment,0.04,62.0,5.0,7.4,18.0
11994,X360,Sports,Take-Two Interactive,0.06,47.0,13.0,4.6,7.0
11997,PSV,Role-Playing,Ubisoft,0.0,83.0,14.0,7.8,2.0
12001,PS2,Action,Konami Digital Entertainment,0.03,70.0,21.0,7.4,8.0
12011,XB,Action,Electronic Arts,0.05,59.0,11.0,6.0,13.0
12025,X360,Shooter,Codemasters,0.06,36.0,39.0,5.6,7.0
12026,XB,Action,Tecmo Koei,0.05,71.0,20.0,9.0,12.0
12030,GC,Sports,Electronic Arts,0.05,83.0,17.0,6.2,13.0
12032,PS3,Role-Playing,Ghostlight,0.0,67.0,7.0,6.8,9.0
12033,Wii,Misc,Ignition Entertainment,0.06,73.0,18.0,8.0,8.0
12034,PSP,Sports,Oxygen Interactive,0.06,32.0,11.0,4.6,10.0
12035,GC,Platform,Ubisoft,0.05,77.0,24.0,8.3,13.0
12038,XB,Misc,Gathering of Developers,0.05,47.0,20.0,5.4,12.0
12043,PSP,Adventure,Atari,0.06,61.0,23.0,7.4,11.0
12045,Wii,Platform,Ubisoft,0.06,49.0,5.0,5.6,10.0
12051,PS2,Action,Tecmo Koei,0.03,75.0,27.0,8.3,12.0
12052,PSV,Role-Playing,Aksys Games,0.03,63.0,12.0,7.0,2.0
12056,PS3,Fighting,Namco Bandai Games,0.0,55.0,32.0,7.4,3.0
12057,PSV,Action,Xseed Games,0.02,72.0,20.0,8.5,2.0
12058,DS,Role-Playing,Namco Bandai Games,0.0,49.0,6.0,6.5,8.0
12060,PS,Shooter,Sony Computer Entertainment,0.04,79.0,7.0,7.8,19.0
12062,XOne,Action,Tecmo Koei,0.04,58.0,10.0,6.8,2.0
12067,GC,Action,Electronic Arts,0.05,47.0,24.0,6.1,12.0
12068,PS2,Role-Playing,Tecmo Koei,0.03,56.0,35.0,8.3,11.0
12070,PC,Sports,Sega,0.0,87.0,33.0,9.0,7.0
12071,Wii,Shooter,Konami Digital Entertainment,0.06,33.0,19.0,2.7,8.0
12072,PS3,Role-Playing,Nippon Ichi Software,0.02,57.0,26.0,6.4,3.0
12073,PS2,Simulation,Konami Digital Entertainment,0.03,67.0,30.0,8.9,10.0
12079,PS2,Shooter,Swing! Entertainment,0.03,72.0,12.0,7.5,16.0
12081,DS,Strategy,Namco Bandai Games,0.06,35.0,6.0,5.6,11.0
12082,GC,Action,Sega,0.05,73.0,24.0,8.3,11.0
12083,XB,Platform,Activision,0.05,73.0,35.0,7.8,12.0
12089,GBA,Action,Atlus,0.05,75.0,21.0,8.4,12.0
12090,X360,Shooter,Eidos Interactive,0.05,59.0,26.0,5.9,10.0
12093,PC,Role-Playing,Microsoft Game Studios,0.01,83.0,54.0,8.7,11.0
12096,DC,Racing,Sega,0.0,82.0,18.0,8.1,15.0
12097,PC,Simulation,Electronic Arts,0.01,78.0,20.0,7.3,9.0
12108,PC,Adventure,Focus Home Interactive,0.0,73.0,18.0,8.0,4.0
12110,PS2,Action,Enix Corporation,0.03,79.0,21.0,8.2,14.0
12115,DS,Action,Eidos Interactive,0.04,58.0,15.0,8.0,10.0
12116,PSP,Action,Namco Bandai Games,0.06,55.0,8.0,7.4,10.0
12118,PS4,Adventure,Ubisoft,0.01,72.0,31.0,7.8,0.0
12119,DS,Shooter,Majesco Entertainment,0.06,65.0,16.0,6.3,9.0
12122,PS2,Fighting,Enterbrain,0.03,58.0,11.0,7.8,14.0
12123,PS2,Adventure,Sony Computer Entertainment,0.03,61.0,31.0,7.7,13.0
12125,PS,Role-Playing,Sony Computer Entertainment,0.04,57.0,9.0,8.3,17.0
12127,GC,Sports,Electronic Arts,0.05,75.0,18.0,5.6,12.0
12129,PC,Simulation,Microsoft Game Studios,0.0,88.0,22.0,8.2,13.0
12132,Wii,Platform,Metro 3D,0.06,19.0,5.0,2.7,9.0
12133,PC,Adventure,Daedalic Entertainment,0.0,80.0,34.0,7.9,3.0
12138,PS4,Adventure,Nordic Games,0.0,63.0,9.0,8.6,1.0
12147,PS3,Shooter,Namco Bandai Games,0.03,56.0,23.0,5.4,4.0
12149,X360,Fighting,Capcom,0.0,79.0,44.0,6.2,5.0
12157,PSV,Action,Ubisoft,0.01,70.0,6.0,8.0,0.0
12158,PSP,Role-Playing,Tecmo Koei,0.02,56.0,30.0,6.0,9.0
12163,DS,Platform,Atari,0.06,82.0,20.0,7.4,9.0
12166,PS2,Adventure,Microids,0.03,65.0,27.0,8.9,12.0
12167,GC,Sports,Sega,0.05,84.0,22.0,7.7,14.0
12173,DS,Action,505 Games,0.06,57.0,18.0,8.8,10.0
12175,GC,Action,Electronic Arts,0.05,61.0,19.0,7.2,13.0
12176,PS2,Action,Capcom,0.0,73.0,48.0,7.7,10.0
12179,GBA,Fighting,Acclaim Entertainment,0.05,24.0,11.0,3.7,14.0
12182,XB,Simulation,Konami Digital Entertainment,0.05,69.0,21.0,8.8,13.0
