,Platform,Genre,Publisher,NA_Sales,Critic_Score,Critic_Count,User_Score,Year_of_Sales
2829,PC,Strategy,Sega,0.12,76.0,71.0,4.2,3.0
2830,PS2,Sports,Electronic Arts,0.59,68.0,10.0,6.6,9.0
2831,PS3,Role-Playing,Square Enix,0.28,74.0,45.0,6.7,6.0
2832,XB,Shooter,Electronic Arts,0.53,73.0,39.0,8.9,14.0
2833,Wii,Action,Activision,0.36,55.0,32.0,7.0,7.0
2834,PS2,Sports,Electronic Arts,0.6,79.0,33.0,6.0,10.0
2837,X360,Sports,Spike,0.67,79.0,31.0,7.1,9.0
2839,3DS,Role-Playing,Nippon Ichi Software,0.34,83.0,56.0,8.1,2.0
2840,PS4,Sports,Sony Computer Entertainment America,0.58,83.0,17.0,7.7,2.0
2841,PS,Fighting,Activision,0.4,72.0,12.0,8.4,15.0
2842,DS,Platform,Nintendo,0.36,86.0,48.0,8.2,11.0
2845,Wii,Sports,Electronic Arts,0.62,77.0,23.0,7.2,7.0
2846,PS3,Sports,Sony Computer Entertainment,0.66,90.0,27.0,8.1,7.0
2847,X360,Shooter,Take-Two Interactive,0.46,74.0,16.0,6.4,2.0
2850,GBA,Puzzle,Atari,0.51,82.0,20.0,8.6,14.0
2851,PC,Role-Playing,Namco Bandai Games,0.21,93.0,32.0,9.3,1.0
2852,X360,Racing,Codemasters,0.11,84.0,61.0,7.1,5.0
2853,PS2,Simulation,Namco Bandai Games,0.05,66.0,10.0,8.5,13.0
2854,PS3,Sports,Sony Computer Entertainment,0.66,91.0,33.0,8.3,6.0
2855,X360,Racing,THQ,0.52,75.0,47.0,6.6,7.0
2856,PS3,Racing,Activision,0.22,81.0,58.0,8.2,6.0
2859,PC,Shooter,Electronic Arts,0.19,87.0,46.0,8.3,6.0
2860,X360,Racing,Codemasters,0.23,87.0,81.0,7.1,5.0
2861,XB,Action,Electronic Arts,0.45,79.0,17.0,8.1,14.0
2862,XB,Sports,Electronic Arts,0.67,92.0,16.0,8.3,14.0
2863,X360,Sports,Electronic Arts,0.62,86.0,59.0,8.4,9.0
2865,PC,Strategy,Take-Two Interactive,0.27,89.0,57.0,8.2,4.0
2866,PSP,Action,D3Publisher,0.23,60.0,4.0,7.2,9.0
2867,PS2,Fighting,Sega,0.35,93.0,30.0,9.0,13.0
2868,PC,Shooter,Electronic Arts,0.0,91.0,56.0,8.0,9.0
2869,PS,Action,Eidos Interactive,0.23,39.0,10.0,7.0,16.0
2870,DS,Simulation,Electronic Arts,0.62,66.0,8.0,4.0,9.0
2872,GC,Fighting,Atari,0.55,73.0,30.0,7.8,14.0
2875,PS2,Action,Konami Digital Entertainment,0.35,85.0,41.0,8.8,13.0
2877,GC,Platform,Universal Interactive,0.55,48.0,13.0,5.1,14.0
2879,PS2,Action,THQ,0.35,49.0,6.0,6.2,12.0
2880,PSP,Sports,Electronic Arts,0.6,75.0,10.0,6.8,9.0
2885,PSP,Sports,Electronic Arts,0.65,68.0,8.0,6.5,8.0
2887,X360,Sports,Electronic Arts,0.5,77.0,32.0,7.4,8.0
2889,PS4,Action,Namco Bandai Games,0.24,73.0,54.0,7.8,0.0
2890,PS3,Action,Tecmo Koei,0.18,59.0,31.0,7.3,9.0
2893,X360,Sports,Electronic Arts,0.65,83.0,24.0,7.7,8.0
2894,XB,Shooter,Activision,0.53,77.0,41.0,7.9,11.0
2895,X360,Sports,Electronic Arts,0.38,82.0,65.0,6.4,4.0
2896,Wii,Role-Playing,Square Enix,0.18,65.0,43.0,5.9,9.0
2897,X360,Role-Playing,SouthPeak Games,0.41,50.0,44.0,5.5,9.0
2898,GC,Sports,Activision,0.54,89.0,19.0,8.5,13.0
2899,PSP,Action,Activision,0.35,67.0,43.0,6.9,11.0
2901,X360,Sports,Electronic Arts,0.65,81.0,30.0,7.8,9.0
2903,WiiU,Action,Activision,0.38,86.0,4.0,7.1,2.0
2904,XB,Action,Activision,0.52,58.0,28.0,5.9,15.0
2905,DS,Adventure,Capcom,0.23,78.0,51.0,8.4,7.0
2906,PS2,Shooter,Sony Computer Entertainment,0.34,73.0,33.0,8.3,13.0
2907,PS3,Adventure,Deep Silver,0.3,79.0,61.0,8.1,5.0
2910,PS2,Racing,Atari,0.34,84.0,22.0,8.2,15.0
2912,XB,Role-Playing,Microsoft Game Studios,0.48,89.0,84.0,8.6,11.0
2913,X360,Role-Playing,Square Enix,0.34,68.0,60.0,7.0,8.0
2917,PS4,Action,Warner Bros. Interactive Entertainment,0.16,78.0,61.0,7.5,0.0
2918,X360,Sports,Electronic Arts,0.55,86.0,56.0,7.0,5.0
2919,GBA,Strategy,Nintendo,0.5,92.0,28.0,9.0,15.0
2920,PS2,Racing,Electronic Arts,0.34,66.0,16.0,6.6,16.0
2923,PS2,Action,Illusion Softworks,0.34,65.0,30.0,7.6,12.0
2925,PSP,Platform,Sony Computer Entertainment,0.52,66.0,35.0,6.4,11.0
2926,PS2,Simulation,Namco Bandai Games,0.16,58.0,16.0,8.1,16.0
2927,PS3,Sports,Sony Computer Entertainment,0.64,85.0,33.0,8.7,8.0
2928,PS2,Shooter,Eidos Interactive,0.34,90.0,33.0,8.8,14.0
2929,X360,Simulation,Konami Digital Entertainment,0.42,43.0,18.0,3.3,5.0
2930,X360,Racing,Ubisoft,0.25,80.0,63.0,7.6,5.0
2931,GBA,Adventure,Nintendo,0.37,73.0,8.0,7.5,12.0
2934,PS3,Shooter,Activision,0.18,65.0,49.0,7.4,6.0
2938,PSP,Action,Konami Digital Entertainment,0.26,65.0,19.0,7.5,9.0
2939,Wii,Misc,Warner Bros. Interactive Entertainment,0.41,70.0,15.0,6.8,7.0
2941,XB,Shooter,Microsoft Game Studios,0.54,89.0,37.0,7.4,11.0
2942,PS2,Action,Midway Games,0.58,77.0,41.0,8.6,11.0
2947,X360,Sports,Ubisoft,0.38,40.0,30.0,4.4,6.0
2948,PSP,Racing,THQ,0.64,68.0,22.0,8.1,10.0
2949,GBA,Misc,Nintendo,0.5,62.0,35.0,4.9,12.0
2952,GC,Fighting,Atari,0.53,65.0,16.0,6.3,13.0
2955,XOne,Shooter,Electronic Arts,0.39,76.0,65.0,7.4,2.0
2956,XOne,Racing,Electronic Arts,0.46,75.0,18.0,5.8,3.0
2957,DS,Simulation,Electronic Arts,0.31,50.0,12.0,3.3,8.0
2958,GC,Action,Electronic Arts,0.53,77.0,14.0,8.3,14.0
2959,PS3,Action,Ubisoft,0.19,75.0,49.0,7.6,6.0
2961,GC,Action,Electronic Arts,0.53,84.0,23.0,8.5,13.0
2962,PC,Simulation,Electronic Arts,0.28,77.0,56.0,6.1,5.0
2964,PS3,Sports,Take-Two Interactive,0.17,82.0,37.0,7.7,5.0
2966,PS2,Role-Playing,Interplay,0.34,78.0,44.0,8.7,12.0
2967,GBA,Action,Activision,0.49,63.0,8.0,9.0,12.0
2968,PS3,Simulation,505 Games,0.34,81.0,28.0,7.3,7.0
2972,XB,Sports,Electronic Arts,0.62,89.0,22.0,8.8,13.0
2974,X360,Racing,THQ,0.55,70.0,43.0,7.1,9.0
2975,X360,Role-Playing,Square Enix,0.25,66.0,49.0,6.9,8.0
2976,XB,Sports,Electronic Arts,0.63,89.0,29.0,8.0,12.0
2978,PS3,Platform,Sony Computer Entertainment,0.52,85.0,46.0,8.8,6.0
2979,GC,Fighting,Tomy Corporation,0.53,72.0,21.0,8.1,13.0
2980,PS4,Shooter,505 Games,0.24,67.0,41.0,7.1,2.0
2981,PS2,Action,Ubisoft,0.57,85.0,46.0,8.5,11.0
2982,PSP,Sports,Sony Computer Entertainment,0.21,82.0,42.0,8.6,9.0
2985,PS,Role-Playing,Konami Digital Entertainment,0.15,82.0,8.0,8.4,18.0
2986,PS3,Action,Sega,0.32,42.0,27.0,6.2,8.0
2987,XB,Sports,Electronic Arts,0.29,80.0,39.0,7.5,11.0
2988,XB,Fighting,Electronic Arts,0.51,85.0,47.0,8.7,12.0
2990,PS2,Role-Playing,Atari,0.23,76.0,24.0,8.9,14.0
2991,XOne,Shooter,Bethesda Softworks,0.34,79.0,18.0,7.8,2.0
2992,DS,Racing,THQ,0.63,69.0,7.0,6.8,9.0
2995,Wii,Action,Nintendo,0.33,82.0,6.0,8.8,4.0
2996,XB,Shooter,Activision,0.49,84.0,38.0,8.8,13.0
2997,PC,Role-Playing,Unknown,0.44,84.0,59.0,7.3,5.0
2998,PS3,Platform,Activision,0.26,60.0,33.0,7.0,9.0
3000,PC,Role-Playing,Electronic Arts,0.0,89.0,45.0,8.6,8.0
3006,XOne,Action,Bethesda Softworks,0.35,79.0,24.0,7.3,2.0
3007,PS2,Simulation,Metro 3D,0.22,74.0,23.0,9.0,14.0
3008,XB,Shooter,Activision,0.48,78.0,54.0,8.9,11.0
3011,PS4,Action,Warner Bros. Interactive Entertainment,0.24,71.0,31.0,7.1,2.0
3012,PS3,Action,Touchstone,0.35,67.0,38.0,6.0,8.0
3014,X360,Action,505 Games,0.35,81.0,39.0,7.2,3.0
3015,Wii,Shooter,Ubisoft,0.54,63.0,54.0,6.8,10.0
3020,PS3,Shooter,Midway Games,0.33,86.0,42.0,7.7,9.0
3022,DS,Role-Playing,Nintendo,0.31,68.0,8.0,7.1,6.0
3023,DS,Simulation,Electronic Arts,0.38,73.0,9.0,6.4,6.0
3029,XB,Sports,Electronic Arts,0.49,81.0,38.0,8.8,12.0
3030,DS,Role-Playing,Square Enix,0.22,77.0,41.0,7.2,9.0
3031,Wii,Action,Activision,0.59,62.0,12.0,7.2,7.0
3032,PS3,Simulation,Ubisoft,0.35,67.0,26.0,6.9,10.0
3033,PSP,Fighting,THQ,0.33,78.0,13.0,8.1,10.0
3035,PS4,Racing,Codemasters,0.09,65.0,46.0,6.3,1.0
3036,PS2,Sports,Activision,0.55,65.0,6.0,6.6,9.0
3037,PS3,Shooter,Take-Two Interactive,0.2,80.0,35.0,7.7,9.0
3039,PS2,Sports,Sony Computer Entertainment,0.32,61.0,21.0,7.9,13.0
3043,PS,Role-Playing,Electronic Arts,0.37,58.0,10.0,8.3,15.0
3044,PS2,Sports,Electronic Arts,0.32,74.0,13.0,8.0,14.0
3047,PS2,Strategy,Atari,0.55,69.0,32.0,2.9,10.0
3051,X360,Action,Konami Digital Entertainment,0.42,83.0,70.0,7.8,6.0
3053,X360,Sports,Electronic Arts,0.51,88.0,52.0,8.4,7.0
3054,DS,Misc,Nintendo,0.12,70.0,7.0,6.0,8.0
3059,PS2,Fighting,Capcom,0.32,78.0,30.0,8.7,12.0
3061,X360,Sports,Electronic Arts,0.51,83.0,44.0,6.6,4.0
3062,PC,Strategy,Sega,0.02,81.0,56.0,7.9,6.0
3065,WiiU,Platform,Ubisoft,0.25,92.0,35.0,8.7,3.0
3066,GC,Simulation,Electronic Arts,0.43,81.0,30.0,9.0,13.0
3067,PC,Shooter,Take-Two Interactive,0.29,94.0,68.0,8.5,3.0
3069,PSP,Action,THQ,0.22,64.0,7.0,7.1,9.0
3070,PS3,Action,Warner Bros. Interactive Entertainment,0.27,67.0,37.0,7.1,4.0
3071,PS3,Strategy,Ubisoft,0.33,76.0,33.0,6.6,8.0
3072,GBA,Action,TDK Mediactive,0.47,71.0,7.0,7.4,14.0
3073,PS2,Role-Playing,Konami Digital Entertainment,0.17,63.0,44.0,7.3,12.0
3074,PSP,Action,Namco Bandai Games,0.03,71.0,30.0,7.9,6.0
3075,PS3,Action,Ubisoft Annecy,0.06,60.0,30.0,6.9,6.0
3078,PS3,Action,Namco Bandai Games,0.0,71.0,35.0,7.8,3.0
3080,XB,Shooter,Ubisoft,0.49,88.0,64.0,8.0,11.0
3084,XOne,Action,Warner Bros. Interactive Entertainment,0.38,70.0,17.0,6.7,1.0
3085,PS2,Action,Activision,0.24,73.0,6.0,8.6,8.0
3086,PSV,Role-Playing,Sony Computer Entertainment,0.15,73.0,39.0,8.3,2.0
3090,PS3,Sports,Ubisoft,0.31,63.0,30.0,6.3,8.0
3091,PS2,Role-Playing,Square Enix,0.18,74.0,36.0,9.0,11.0
3094,GC,Racing,Nintendo,0.41,89.0,50.0,8.5,13.0
3095,PS2,Platform,Disney Interactive Studios,0.32,60.0,20.0,8.9,11.0
3096,X360,Misc,Microsoft Game Studios,0.33,76.0,32.0,7.4,8.0
3097,GBA,Platform,Nintendo,0.25,60.0,23.0,6.6,12.0
3098,PS2,Racing,Ubisoft,0.32,47.0,11.0,6.0,14.0
3100,PS3,Sports,Electronic Arts,0.34,82.0,34.0,7.2,8.0
3102,PSV,Fighting,Warner Bros. Interactive Entertainment,0.42,85.0,51.0,7.8,4.0
3104,X360,Sports,Electronic Arts,0.35,84.0,41.0,7.8,8.0
3105,GBA,Strategy,Nintendo,0.47,89.0,34.0,9.4,13.0
3106,DS,Platform,Nintendo,0.28,60.0,35.0,7.4,9.0
3108,Wii,Role-Playing,Nintendo,0.3,80.0,61.0,8.4,5.0
3109,PS2,Role-Playing,Square Enix,0.19,63.0,55.0,9.1,13.0
3112,PS2,Role-Playing,Sony Online Entertainment,0.32,77.0,48.0,8.8,11.0
3113,PS2,Action,Electronic Arts,0.54,68.0,29.0,6.7,11.0
3119,X360,Sports,Electronic Arts,0.39,80.0,51.0,6.9,7.0
3120,Wii,Action,Activision,0.29,54.0,11.0,7.5,8.0
3123,PC,Simulation,Focus Home Interactive,0.03,64.0,5.0,8.0,0.0
3127,PSV,Shooter,Take-Two Interactive,0.32,64.0,31.0,7.6,2.0
3129,GBA,Platform,Vivendi Games,0.46,67.0,23.0,6.6,12.0
3130,PC,Action,Ubisoft,0.22,84.0,10.0,7.7,3.0
3131,Wii,Racing,Electronic Arts,0.27,54.0,12.0,6.2,8.0
3132,PS2,Platform,Vivendi Games,0.32,60.0,16.0,8.0,12.0
3133,PS2,Platform,Vivendi Games,0.32,64.0,38.0,8.0,12.0
3134,WiiU,Action,Warner Bros. Interactive Entertainment,0.33,68.0,5.0,7.7,2.0
3135,XB,Shooter,Take-Two Interactive,0.47,84.0,34.0,8.4,13.0
3137,DS,Puzzle,THQ,0.44,72.0,21.0,7.7,7.0
3138,PS2,Shooter,Electronic Arts,0.54,60.0,38.0,7.0,12.0
3139,X360,Sports,Take-Two Interactive,0.38,50.0,5.0,4.0,2.0
3141,PSP,Role-Playing,Square Enix,0.2,74.0,32.0,7.4,9.0
3142,XB,Shooter,Electronic Arts,0.43,83.0,51.0,7.4,12.0
3143,PS2,Platform,Activision,0.31,58.0,24.0,7.2,13.0
3144,XB,Sports,Electronic Arts,0.57,79.0,30.0,6.4,11.0
3149,3DS,Platform,Ubisoft,0.23,61.0,39.0,6.6,5.0
3150,PC,Sports,Sega,0.0,85.0,41.0,5.5,3.0
3152,XB,Shooter,Eidos Interactive,0.29,88.0,20.0,7.7,14.0
3153,PS2,Action,Capcom,0.15,81.0,45.0,8.9,10.0
3154,PS3,Action,Capcom,0.17,61.0,37.0,7.9,6.0
3155,X360,Racing,THQ,0.25,75.0,38.0,7.3,9.0
3156,Wii,Action,Rondomedia,0.56,67.0,18.0,8.2,7.0
3157,PS4,Action,Bethesda Softworks,0.22,88.0,56.0,7.7,0.0
3161,XOne,Racing,Ubisoft,0.25,64.0,18.0,5.9,2.0
3162,X360,Fighting,Namco Bandai Games,0.49,57.0,33.0,7.4,6.0
3166,PS3,Sports,Electronic Arts,0.33,84.0,22.0,6.8,4.0
3167,PS3,Fighting,Tecmo Koei,0.23,74.0,34.0,7.7,4.0
3168,XOne,Shooter,Take-Two Interactive,0.37,74.0,31.0,5.1,1.0
3169,PS2,Platform,Activision,0.31,63.0,25.0,5.7,12.0
3170,PS3,Shooter,Capcom,0.31,67.0,34.0,7.0,8.0
3171,PS2,Role-Playing,Activision,0.53,82.0,44.0,7.3,11.0
3175,X360,Action,LucasArts,0.55,81.0,50.0,8.0,10.0
3178,Wii,Misc,MTV Games,0.53,91.0,10.0,6.9,6.0
3179,PC,Action,Electronic Arts,0.23,82.0,45.0,4.5,5.0
3180,XB,Sports,Activision,0.41,78.0,24.0,8.8,15.0
3181,PS3,Sports,Electronic Arts,0.56,73.0,28.0,6.8,9.0
3183,XB,Sports,Electronic Arts,0.2,88.0,11.0,7.7,14.0
3185,X360,Action,Electronic Arts,0.37,55.0,58.0,7.0,7.0
3186,PC,Shooter,Ubisoft,0.15,80.0,17.0,6.7,2.0
3188,PS2,Racing,Electronic Arts,0.53,78.0,18.0,7.7,11.0
3192,PSP,Action,Sega,0.46,44.0,7.0,6.5,8.0
3193,PS3,Role-Playing,Sony Computer Entertainment,0.23,60.0,45.0,7.1,6.0
3195,X360,Racing,THQ,0.22,68.0,24.0,7.6,9.0
3196,PS3,Shooter,Activision,0.25,71.0,58.0,7.4,7.0
3197,X360,Shooter,Activision,0.46,32.0,30.0,4.0,3.0
3198,PC,Simulation,Electronic Arts,0.4,70.0,22.0,3.6,5.0
3199,PS2,Platform,Sony Computer Entertainment,0.12,82.0,31.0,8.4,14.0
3202,PS3,Racing,Sega,0.07,75.0,40.0,7.0,9.0
3203,PS2,Role-Playing,Tecmo Koei,0.22,89.0,25.0,8.3,9.0
3204,PS2,Sports,Electronic Arts,0.31,82.0,17.0,5.8,15.0
3205,3DS,Action,Activision,0.38,62.0,7.0,4.6,4.0
3207,X360,Action,Sega,0.38,80.0,76.0,8.4,8.0
3208,PS2,Action,Capcom,0.11,93.0,69.0,9.3,10.0
3209,PSP,Role-Playing,Ghostlight,0.18,89.0,40.0,8.3,7.0
3211,PS,Sports,Electronic Arts,0.35,88.0,10.0,7.7,16.0
3212,PC,Shooter,Electronic Arts,0.17,76.0,47.0,6.5,3.0
3213,PS,Platform,Activision,0.35,54.0,10.0,5.3,16.0
3214,PS4,Sports,Electronic Arts,0.36,78.0,28.0,5.5,1.0
3218,PS3,Sports,Activision,0.3,76.0,43.0,7.2,10.0
3219,X360,Action,Atari,0.43,79.0,53.0,8.5,7.0
3220,X360,Strategy,Take-Two Interactive,0.36,90.0,35.0,8.3,4.0
3224,XB,Sports,Activision,0.4,77.0,40.0,7.7,11.0
3226,PS2,Role-Playing,Ubisoft,0.16,78.0,30.0,8.4,14.0
3229,GC,Sports,Electronic Arts,0.48,82.0,14.0,9.2,10.0
3232,XB,Sports,Electronic Arts,0.47,89.0,18.0,8.2,13.0
3234,PS2,Platform,THQ,0.3,71.0,31.0,8.0,12.0
3235,PS3,Misc,Ubisoft,0.33,75.0,5.0,6.0,5.0
3236,3DS,Action,Disney Interactive Studios,0.29,71.0,16.0,7.3,5.0
3237,Wii,Racing,Nintendo,0.19,46.0,34.0,6.8,9.0
3240,GC,Action,Capcom,0.38,93.0,52.0,8.3,13.0
3241,GBA,Simulation,Electronic Arts,0.37,72.0,6.0,9.2,12.0
3243,PS3,Misc,Activision,0.28,86.0,44.0,8.0,7.0
3245,PS2,Sports,Play It,0.3,48.0,14.0,6.8,12.0
3247,Wii,Shooter,Ubisoft,0.35,80.0,73.0,8.6,6.0
3249,PS2,Racing,Eidos Interactive,0.3,68.0,23.0,8.6,12.0
3250,XOne,Action,Take-Two Interactive,0.28,67.0,20.0,4.6,0.0
3256,X360,Action,Ubisoft,0.3,74.0,69.0,7.8,6.0
3257,PS3,Action,Ubisoft Annecy,0.0,70.0,17.0,7.9,5.0
3259,Wii,Misc,Activision,0.48,88.0,20.0,7.5,6.0
3264,X360,Sports,Electronic Arts,0.4,80.0,50.0,6.1,5.0
3266,X360,Platform,THQ,0.29,50.0,32.0,6.3,8.0
3269,DS,Action,Electronic Arts,0.2,48.0,9.0,4.3,7.0
3270,PS3,Role-Playing,Square Enix,0.17,68.0,58.0,8.4,6.0
3271,PS3,Sports,Electronic Arts,0.15,73.0,33.0,4.3,2.0
3273,PS3,Sports,Take-Two Interactive,0.56,82.0,30.0,7.0,8.0
3276,XB,Sports,Microsoft Game Studios,0.46,72.0,25.0,8.6,14.0
3277,PS2,Action,Tecmo Koei,0.02,58.0,26.0,8.8,10.0
3278,PS3,Shooter,Bethesda Softworks,0.22,70.0,61.0,6.4,7.0
3279,3DS,Simulation,505 Games,0.5,56.0,6.0,6.0,5.0
3280,3DS,Action,Warner Bros. Interactive Entertainment,0.56,73.0,13.0,7.4,4.0
3283,DS,Role-Playing,Nintendo,0.29,81.0,42.0,7.0,8.0
3284,PS4,Shooter,Electronic Arts,0.21,75.0,23.0,7.6,2.0
3285,Wii,Shooter,Nintendo,0.42,91.0,48.0,9.3,7.0
3286,PS2,Shooter,TDK Mediactive,0.3,72.0,20.0,8.5,14.0
3288,PS3,Action,Disney Interactive Studios,0.3,70.0,29.0,6.9,5.0
3290,PSP,Platform,Sony Computer Entertainment,0.18,71.0,47.0,6.3,7.0
3291,GBA,Misc,Majesco Entertainment,0.44,49.0,7.0,6.8,12.0
3292,PS2,Shooter,Namco Bandai Games,0.3,81.0,29.0,8.1,13.0
3294,PS3,Shooter,Sega,0.21,84.0,61.0,8.1,6.0
3296,PSV,Adventure,Sony Computer Entertainment Europe,0.14,87.0,82.0,8.9,3.0
3298,XB,Shooter,Electronic Arts,0.37,90.0,35.0,8.6,11.0
3300,X360,Sports,Activision,0.46,46.0,43.0,3.0,7.0
3301,PS3,Shooter,Take-Two Interactive,0.26,77.0,24.0,6.3,2.0
3302,X360,Sports,Bethesda Softworks,0.56,70.0,28.0,5.9,8.0
3303,PS3,Role-Playing,Deep Silver,0.22,70.0,45.0,7.1,7.0
3304,X360,Sports,Konami Digital Entertainment,0.09,79.0,43.0,5.9,6.0
3305,X360,Sports,Spike,0.56,64.0,29.0,5.3,7.0
3306,GBA,Role-Playing,Nintendo,0.27,85.0,30.0,7.3,11.0
3307,PS3,Fighting,Namco Bandai Games,0.27,58.0,26.0,5.4,5.0
3311,GBA,Action,Electronic Arts,0.44,71.0,9.0,6.0,11.0
3313,GBA,Action,Atari,0.44,62.0,19.0,8.9,12.0
3315,GBA,Action,Activision,0.43,84.0,8.0,8.7,15.0
3318,DS,Racing,Electronic Arts,0.25,67.0,11.0,7.3,7.0
3319,PS2,Fighting,Atari,0.5,75.0,34.0,7.7,13.0
3320,Wii,Misc,Namco Bandai Games,0.47,59.0,14.0,5.9,6.0
3322,GBA,Sports,Activision,0.43,86.0,9.0,7.7,13.0
3326,PS2,Platform,Sega,0.5,45.0,28.0,6.0,11.0
3327,GC,Racing,Nintendo,0.4,80.0,21.0,8.3,15.0
3328,PS3,Shooter,Sega,0.2,43.0,25.0,3.6,3.0
3329,PS2,Fighting,Eidos Interactive,0.3,51.0,24.0,7.8,13.0
3330,PS3,Shooter,Sega,0.09,64.0,55.0,7.4,5.0
3331,XB,Fighting,Electronic Arts,0.42,88.0,48.0,8.8,11.0
3333,PS3,Action,Deep Silver,0.26,62.0,25.0,5.9,3.0
3335,XOne,Sports,Microsoft Game Studios,0.3,60.0,53.0,5.1,2.0
3336,PS2,Sports,Take-Two Interactive,0.5,72.0,7.0,6.0,9.0
3337,PS3,Action,Tecmo Koei,0.12,68.0,26.0,8.5,3.0
3339,WiiU,Action,Disney Interactive Studios,0.33,71.0,10.0,7.6,3.0
3340,PS2,Platform,Sony Computer Entertainment,0.13,61.0,9.0,6.7,7.0
3341,X360,Shooter,Ubisoft,0.3,77.0,77.0,7.6,7.0
3342,X360,Fighting,Ubisoft,0.31,32.0,38.0,4.6,6.0
3343,PS2,Racing,Ubisoft,0.29,63.0,10.0,8.6,15.0
3344,PS2,Action,THQ,0.5,52.0,29.0,7.5,10.0
3346,PS2,Shooter,Vivendi Games,0.29,87.0,24.0,8.6,15.0
3350,X360,Racing,Disney Interactive Studios,0.32,82.0,78.0,8.1,6.0
3351,DS,Action,Sega,0.28,43.0,7.0,4.9,9.0
3356,Wii,Role-Playing,Rising Star Games,0.32,81.0,58.0,8.7,7.0
3361,Wii,Action,Capcom,0.43,90.0,44.0,8.9,8.0
3363,PS4,Action,Warner Bros. Interactive Entertainment,0.13,72.0,47.0,6.6,2.0
3365,PS4,Sports,Take-Two Interactive,0.17,69.0,50.0,6.9,0.0
3366,WiiU,Misc,Ubisoft,0.31,72.0,13.0,7.6,3.0
3370,PS4,Sports,Electronic Arts,0.31,60.0,28.0,3.6,2.0
3371,PC,Strategy,Sega,0.19,90.0,62.0,8.3,5.0
3376,DS,Simulation,Electronic Arts,0.33,69.0,27.0,6.3,9.0
3378,PS2,Racing,THQ,0.29,62.0,8.0,8.1,12.0
3383,X360,Misc,Electronic Arts,0.34,56.0,9.0,5.8,8.0
3384,PS3,Sports,Activision,0.38,44.0,29.0,2.1,7.0
3387,GC,Shooter,Electronic Arts,0.46,80.0,16.0,7.9,14.0
3388,PC,Action,Electronic Arts,0.0,86.0,28.0,8.0,8.0
3392,PS3,Sports,Electronic Arts,0.4,88.0,38.0,7.1,6.0
3393,PS3,Action,Sega,0.0,83.0,34.0,8.5,4.0
3395,PS2,Sports,Electronic Arts,0.21,73.0,19.0,5.6,14.0
3396,XB,Sports,Electronic Arts,0.44,90.0,31.0,8.5,12.0
3397,GC,Platform,Universal Interactive,0.46,62.0,11.0,7.3,14.0
3401,XOne,Sports,Take-Two Interactive,0.32,72.0,18.0,5.7,1.0
3404,PC,Action,Ubisoft,0.15,88.0,24.0,8.2,5.0
3406,XB,Sports,Microsoft Game Studios,0.36,73.0,42.0,7.8,13.0
3408,PS2,Action,Konami Digital Entertainment,0.13,77.0,8.0,6.8,6.0
3410,X360,Racing,Activision,0.25,82.0,78.0,8.3,6.0
3414,DS,Racing,Ubisoft,0.31,60.0,38.0,7.5,12.0
3415,PS2,Platform,Capcom,0.29,81.0,26.0,9.0,12.0
3416,PS3,Action,Konami Digital Entertainment,0.14,66.0,5.0,5.9,2.0
3417,GBA,Simulation,Ubisoft,0.34,81.0,25.0,9.6,13.0
3420,X360,Action,Ubisoft,0.24,80.0,34.0,7.8,8.0
3422,DS,Misc,Nintendo,0.17,82.0,53.0,8.7,7.0
3423,Wii,Action,Sega,0.3,44.0,14.0,7.0,8.0
3424,PS3,Fighting,Sony Computer Entertainment,0.29,48.0,39.0,7.5,6.0
3425,PS2,Action,Capcom,0.22,58.0,30.0,5.1,13.0
3426,PC,Shooter,Square Enix,0.25,90.0,52.0,8.5,5.0
3428,PSP,Role-Playing,Square Enix,0.39,67.0,34.0,7.7,9.0
3430,X360,Fighting,Namco Bandai Games,0.39,77.0,56.0,6.2,4.0
3434,PS2,Role-Playing,Square Enix,0.06,58.0,23.0,8.0,11.0
3435,X360,Action,Ubisoft,0.18,55.0,50.0,6.4,8.0
3436,Wii,Action,Take-Two Interactive,0.15,68.0,18.0,5.7,8.0
3437,X360,Misc,Warner Bros. Interactive Entertainment,0.36,33.0,6.0,3.7,6.0
3438,PS2,Role-Playing,Electronic Arts,0.49,73.0,35.0,8.2,12.0
3439,DS,Shooter,Activision,0.5,74.0,13.0,6.0,6.0
3441,PS3,Sports,Electronic Arts,0.54,81.0,20.0,7.3,8.0
3443,PS3,Sports,Sony Computer Entertainment,0.54,90.0,30.0,7.8,5.0
3446,X360,Adventure,Microsoft Game Studios,0.38,68.0,31.0,5.1,4.0
3448,WiiU,Platform,Activision,0.38,89.0,7.0,6.0,3.0
3449,PS2,Action,Atari,0.28,38.0,21.0,6.3,13.0
3450,Wii,Misc,Activision,0.31,74.0,17.0,7.7,7.0
3451,X360,Action,Ubisoft,0.31,73.0,64.0,7.3,7.0
3452,PS3,Adventure,Electronic Arts,0.22,70.0,51.0,7.9,5.0
3453,3DS,Role-Playing,Atlus,0.28,83.0,48.0,8.3,3.0
3454,X360,Sports,Take-Two Interactive,0.53,84.0,46.0,7.8,10.0
3458,PS3,Sports,Electronic Arts,0.36,86.0,33.0,7.5,5.0
3460,PS2,Shooter,Infogrames,0.28,77.0,23.0,6.8,16.0
3461,PS,Role-Playing,Namco Bandai Games,0.23,42.0,5.0,7.6,16.0
